P_CUSTOMER_NAME,P_INVOICE_NUM,P_INVOICE_DATE,P_INVOICE_AMOUNT,BILL_CUSTOMER_NAME,BILL_ACCOUNT_NUMBER,BILL_SITE,BILL_PARTY_SITE_NUMBER,SHIP_CUSTOMER_NAME,SHIP_SITE_NUMBER,BUSINESS_UNIT,TRANSACTION_TYPE_NAME,TRANSACTION_NUMBER,CURRENCY,TRANSACTION_DATE,TOTAL_AMOUNTS,BATCH_SOURCE_NAME,AMOUNT_DUE_ORIGINAL,AMOUNT_DUE_REMAINING,TRANSACTION_TOTAL,INVOICE_TYPE,INVOICE_STATUS,DOCUMENT_NUMBER
,,,,"Jain Autofin Pvt. Ltd.",152881,110301,202881,,,SE26-IND,Invoice,UAT-BRKNTSK2300670,INR,2022-08-31T00:00:00.000+00:00,4386.06,"PINE MIG",4386.06,4386.06,4386.06,INV,OPEN,
,,,,"JAIN MOTOR FINMART PVT. LTD.",152882,110337,202882,,,SE26-IND,Invoice,UAT-BRKNTSK2300671,INR,2022-08-31T00:00:00.000+00:00,3101.04,"PINE MIG",3101.04,3101.04,3101.04,INV,OPEN,
,,,,"John Deere Financial India Private Limited - JDF",152886,110395,202886,,,SE26-IND,Invoice,UAT-BRKNTSK2300672,INR,2022-08-31T00:00:00.000+00:00,66.08,"PINE MIG",66.08,66.08,66.08,INV,OPEN,
,,,,"John Deere Financial India Private Limited - JDF",152886,110395,202886,,,SE26-IND,Invoice,UAT-BRKNTSK2300673,INR,2022-08-31T00:00:00.000+00:00,116938,"PINE MIG",116938,116938,116938,INV,OPEN,
,,,,"Equitas Small Finance Bank",152835,110666,202835,,,SE26-IND,Invoice,UAT-BRKNTSK2300792,INR,2022-09-23T00:00:00.000+00:00,10130.3,"PINE MIG",10130.3,10130.3,10130.3,INV,OPEN,
,,,,"PRIMEINVESTOR FINANCIAL RESEARCH PRIVATE LIMITED",152949,110514,202949,,,SE26-IND,Invoice,UAT-BRKNTSK2300795,INR,2022-09-29T00:00:00.000+00:00,177000,"PINE MIG",177000,177000,177000,INV,OPEN,
,,,,"IIFL FINANCE LIMITED",152868,110540,202868,,,SE26-IND,Invoice,UAT-BRKNTSK2300895,INR,2022-09-29T00:00:00.000+00:00,975829.91,"PINE MIG",975829.91,975829.91,975829.91,INV,OPEN,
,,,,"FCAP Technologies Pvt. Ltd.",152843,110375,202843,,,SE26-IND,Invoice,UAT-BRKNTSK2300796,INR,2022-09-30T00:00:00.000+00:00,32014.34,"PINE MIG",32014.34,32014.34,32014.34,INV,OPEN,
,,,,"IIFL FINANCE LIMITED",152868,110540,202868,,,SE26-IND,Invoice,UAT-BRKNTSK2300797,INR,2022-09-30T00:00:00.000+00:00,658.44,"PINE MIG",658.44,658.44,658.44,INV,OPEN,
,,,,"SI CREVA CAPITAL SERVICES PVT LTD",152969,110304,202969,,,SE26-IND,Invoice,UAT-BRKN/OCT/B2B012,INR,2022-10-21T00:00:00.000+00:00,59000,"PINE MIG",59000,59000,59000,INV,OPEN,
,,,,"IIFL FINANCE LIMITED",152868,110540,202868,,,SE26-IND,Invoice,UAT-BRKN/OCT/B2B117,INR,2022-10-30T00:00:00.000+00:00,999460,"PINE MIG",999460,999460,999460,INV,OPEN,
,,,,"UJJIVAN SMALL FINANCE BANK LIMITED",152992,110447,202992,,,SE26-IND,Invoice,UAT-BRKN/OCT/B2B013,INR,2022-10-31T00:00:00.000+00:00,4633227.52,"PINE MIG",4633227.52,4633227.52,4633227.52,INV,OPEN,
,,,,"Harvinder Finance Co Private Limited",152856,110676,202856,,,SE26-IND,Invoice,UAT-BRKN/OCT/B2B014,INR,2022-10-31T00:00:00.000+00:00,4814.4,"PINE MIG",4814.4,4814.4,4814.4,INV,OPEN,
,,,,"Epimoney Private Limited",152834,110393,202834,,,SE26-IND,Invoice,UAT-BRKN/OCT/B2B015,INR,2022-10-31T00:00:00.000+00:00,28802.62,"PINE MIG",28802.62,28802.62,28802.62,INV,OPEN,
,,,,"Snapmint Financial Services Private Limited",152973,110654,202973,,,SE26-IND,Invoice,UAT-BRKN/OCT/B2B016,INR,2022-10-31T00:00:00.000+00:00,366401.8,"PINE MIG",366401.8,366401.8,366401.8,INV,OPEN,
,,,,"Amros Commercial Private Limited",152777,110454,202777,,,SE26-IND,Invoice,UAT-BRKN/OCT/B2B017,INR,2022-10-31T00:00:00.000+00:00,6277.6,"PINE MIG",6277.6,6277.6,6277.6,INV,OPEN,
,,,,"Lunchbrake Technologies Private Limited",152901,110660,202901,,,SE26-IND,Invoice,UAT-BRKN/OCT/B2B018,INR,2022-10-31T00:00:00.000+00:00,1286.2,"PINE MIG",1286.2,1286.2,1286.2,INV,OPEN,
,,,,"India Shelter Finance Corporation Limited",152873,110473,202873,,,SE26-IND,Invoice,UAT-BRKN/OCT/B2B019,INR,2022-10-31T00:00:00.000+00:00,59000,"PINE MIG",59000,59000,59000,INV,OPEN,
,,,,"IIFL FINANCE LIMITED",152868,110540,202868,,,SE26-IND,Invoice,UAT-BRKN/OCT/B2B020,INR,2022-10-31T00:00:00.000+00:00,238371.51,"PINE MIG",238371.51,238371.51,238371.51,INV,OPEN,
,,,,"FCAP Technologies Pvt. Ltd.",152843,110375,202843,,,SE26-IND,Invoice,UAT-BRKN/OCT/B2B021,INR,2022-10-31T00:00:00.000+00:00,64211.88,"PINE MIG",64211.88,64211.88,64211.88,INV,OPEN,
,,,,"IIFL FINANCE LIMITED",152868,110540,202868,,,SE26-IND,Invoice,UAT-BRKN/OCT/B2B022,INR,2022-10-31T00:00:00.000+00:00,476.13,"PINE MIG",476.13,476.13,476.13,INV,OPEN,
,,,,"Wise Payments Limited",153008,110363,203008,,,SE26-IND,Invoice,UAT-BRKN/OCT/B2C023,INR,2022-10-31T00:00:00.000+00:00,30554.4,"PINE MIG",30554.4,30554.4,30554.4,INV,OPEN,
,,,,"BANAYANTREE SERVICES LIMITED",152836,110559,202836,,,SE26-IND,Invoice,UAT-BRKN/OCT/B2B024,INR,2022-10-31T00:00:00.000+00:00,202686.24,"PINE MIG",202686.24,202686.24,202686.24,INV,OPEN,
,,,,"Uruluj Insurance Advisory Private Limited",152898,110650,202898,,,SE26-IND,Invoice,UAT-BRKN/OCT/B2B025,INR,2022-10-31T00:00:00.000+00:00,634.01,"PINE MIG",634.01,634.01,634.01,INV,OPEN,
,,,,"Pockvue Solutions Private Limited",152946,110445,202946,,,SE26-IND,Invoice,UAT-BRKN/OCT/B2B026,INR,2022-10-31T00:00:00.000+00:00,3528.2,"PINE MIG",3528.2,3528.2,3528.2,INV,OPEN,
,,,,"Fritware Solutions Private Limited",152849,110652,202849,,,SE26-IND,Invoice,UAT-BRKN/OCT/B2B027,INR,2022-10-31T00:00:00.000+00:00,103.25,"PINE MIG",103.25,103.25,103.25,INV,OPEN,
,,,,"Sree Gokulam Transprocess Private Limited",153009,110562,203009,,,SE26-IND,Invoice,UAT-BRKN/OCT/B2B028,INR,2022-10-31T00:00:00.000+00:00,158.71,"PINE MIG",158.71,158.71,158.71,INV,OPEN,
,,,,"Zpay Labs Private Limited",153010,110234,203010,,,SE26-IND,Invoice,UAT-BRKN/OCT/B2C029,INR,2022-10-31T00:00:00.000+00:00,3124.08,"PINE MIG",3124.08,3124.08,3124.08,INV,OPEN,
,,,,"BELFRICS CRYPTEX PRIVATE LIMITED",152796,110420,202796,,,SE26-IND,Invoice,UAT-BRKN/OCT/B2B030,INR,2022-10-31T00:00:00.000+00:00,2240.82,"PINE MIG",2240.82,2240.82,2240.82,INV,OPEN,
,,,,"Manipal Housing Finance Syndicate Limited",152906,110599,202906,,,SE26-IND,Invoice,UAT-BRKN/OCT/B2B031,INR,2022-10-31T00:00:00.000+00:00,169.92,"PINE MIG",169.92,169.92,169.92,INV,OPEN,
,,,,"Jainam Broking Limited",152883,110638,202883,,,SE26-IND,Invoice,UAT-BRKN/OCT/B2B032,INR,2022-10-31T00:00:00.000+00:00,1100.94,"PINE MIG",1100.94,1100.94,1100.94,INV,OPEN,
,,,,"Rivergo Automation Private Limited",152955,110412,202955,,,SE26-IND,Invoice,UAT-BRKN/OCT/B2C033,INR,2022-10-31T00:00:00.000+00:00,99.12,"PINE MIG",99.12,99.12,99.12,INV,OPEN,
,,,,"RedCarpet Tech Private Limited",152951,110401,202951,,,SE26-IND,Invoice,BRKNTSK74042,INR,2020-09-30T00:00:00.000+00:00,299.72,"PINE MIG",299.72,299.72,299.72,INV,OPEN,
,,,,"MoneyMitra IT Solutions Private Limited",152957,110472,202957,,,SE26-IND,Invoice,BRKNTSK74043,INR,2020-09-30T00:00:00.000+00:00,240.72,"PINE MIG",240.72,240.72,240.72,INV,OPEN,
,,,,"Digikredit Finance Private Limited",152972,110433,202972,,,SE26-IND,Invoice,BRKNTSK74044,INR,2020-09-30T00:00:00.000+00:00,441.32,"PINE MIG",441.32,441.32,441.32,INV,OPEN,
,,,,"EQX Analytics Pvt Ltd",152976,110382,202976,,,SE26-IND,Invoice,BRKNTSK74045,INR,2020-09-30T00:00:00.000+00:00,3197.8,"PINE MIG",3197.8,3197.8,3197.8,INV,OPEN,
,,,,"UJJIVAN SMALL FINANCE BANK LIMITED",152991,110561,202991,,,SE26-IND,Invoice,BRKNTSK74046,INR,2020-09-30T00:00:00.000+00:00,188800,"PINE MIG",188800,188800,188800,INV,OPEN,
,,,,"Thirumeni Finance Private Limited - Varthana BBPS",152983,110594,202983,,,SE26-IND,Invoice,BRKNTSK74047,INR,2020-09-30T00:00:00.000+00:00,42.48,"PINE MIG",42.48,42.48,42.48,INV,OPEN,
,,,,"IIFL FINANCE LIMITED",152868,110540,202868,,,SE26-IND,Invoice,BRKNTSK74049,INR,2020-09-30T00:00:00.000+00:00,5769.61,"PINE MIG",5769.61,5769.61,5769.61,INV,OPEN,
,,,,"IIFL Home Finance Ltd",152869,110378,202869,,,SE26-IND,Invoice,BRKNTSK74050,INR,2020-09-30T00:00:00.000+00:00,1047.84,"PINE MIG",1047.84,1047.84,1047.84,INV,OPEN,
,,,,"INCRED FINANCIAL SERVICES LIMITED",152871,110611,202871,,,SE26-IND,Invoice,BRKNTSK74051,INR,2020-09-30T00:00:00.000+00:00,47.2,"PINE MIG",47.2,47.2,47.2,INV,OPEN,
,,,,"IIFL Home Finance Ltd",152869,110378,202869,,,SE26-IND,Invoice,BRKNTSK74014,INR,2020-10-01T00:00:00.000+00:00,280368,"PINE MIG",280368,280368,280368,INV,OPEN,
,,,,"IIFL FINANCE LIMITED",152868,110540,202868,,,SE26-IND,Invoice,BRKNTSK74015,INR,2020-10-01T00:00:00.000+00:00,280368,"PINE MIG",280368,280368,280368,INV,OPEN,
,,,,"Adhikosh Financial Advisory Pvt Ltd",152767,110243,202767,,,SE26-IND,Invoice,BRKNTSK74303A,INR,2021-02-28T00:00:00.000+00:00,449.58,"PINE MIG",449.58,449.58,449.58,INV,OPEN,
,,,,"EQX Analytics Pvt Ltd",152976,110382,202976,,,SE26-IND,Invoice,BRKNTSK74305,INR,2021-02-28T00:00:00.000+00:00,28154.8,"PINE MIG",28154.8,28154.8,28154.8,INV,OPEN,
,,,,"Ascend Bizcap Private Limited",152785,110297,202785,,,SE26-IND,Invoice,BRKNTSK74306,INR,2021-02-28T00:00:00.000+00:00,70.8,"PINE MIG",70.8,70.8,70.8,INV,OPEN,
,,,,"MoneyMitra IT Solutions Private Limited",152957,110472,202957,,,SE26-IND,Invoice,BRKNTSK74307,INR,2021-02-28T00:00:00.000+00:00,254.88,"PINE MIG",254.88,254.88,254.88,INV,OPEN,
,,,,"MoneyMitra IT Solutions Private Limited",152957,110472,202957,,,SE26-IND,Invoice,BRKNTSK74308,INR,2021-02-28T00:00:00.000+00:00,297.36,"PINE MIG",297.36,297.36,297.36,INV,OPEN,
,,,,"AU SMALL FINANCE BANK LIMITED",152788,110535,202788,,,SE26-IND,Invoice,BRKNTSK74309,INR,2021-02-28T00:00:00.000+00:00,170628,"PINE MIG",170628,170628,170628,INV,OPEN,
,,,,"GODDARD TECHNICAL SOLUTIONS PVT LTD",152791,110640,202791,,,SE26-IND,Invoice,BRKNTSK74310,INR,2021-02-28T00:00:00.000+00:00,382.32,"PINE MIG",382.32,382.32,382.32,INV,OPEN,
,,,,"Baid Leasing And Finance Co Ltd",152793,110327,202793,,,SE26-IND,Invoice,BRKNTSK74311,INR,2021-02-28T00:00:00.000+00:00,233.64,"PINE MIG",233.64,233.64,233.64,INV,OPEN,
,,,,"BHOOPALAM MARKETING SERVICES PRIVATE LIMITED",152798,110619,202798,,,SE26-IND,Invoice,BRKNTSK74312,INR,2021-02-28T00:00:00.000+00:00,3168.3,"PINE MIG",3168.3,3168.3,3168.3,INV,OPEN,
,,,,"Cars24 Financial Services Private Limited",152807,110481,202807,,,SE26-IND,Invoice,BRKNTSK74313,INR,2021-02-28T00:00:00.000+00:00,2435.52,"PINE MIG",2435.52,2435.52,2435.52,INV,OPEN,
,,,,"RedCarpet Tech Private Limited",152951,110401,202951,,,SE26-IND,Invoice,BRKNTSK74315,INR,2021-02-28T00:00:00.000+00:00,146.32,"PINE MIG",146.32,146.32,146.32,INV,OPEN,
,,,,"CLOVER VENTURES PRIVATE LIMITED",152815,110240,202815,,,SE26-IND,Invoice,BRKNTSK74316,INR,2021-02-28T00:00:00.000+00:00,785.88,"PINE MIG",785.88,785.88,785.88,INV,OPEN,
,,,,"POOJA FINELEASE LIMITED",152947,110507,202947,,,SE26-IND,Invoice,BRKNTSK74317,INR,2021-02-28T00:00:00.000+00:00,5494.08,"PINE MIG",5494.08,5494.08,5494.08,INV,OPEN,
,,,,"SI CREVA CAPITAL SERVICES PVT LTD",152969,110304,202969,,,SE26-IND,Invoice,BRKNTSK90048,INR,2021-05-31T00:00:00.000+00:00,4672.8,"PINE MIG",4672.8,4672.8,4672.8,INV,OPEN,
,,,,"Loantap Credit Products Pvt Ltd.",152900,110302,202900,,,SE26-IND,Invoice,BRKNTSK90049,INR,2021-05-31T00:00:00.000+00:00,16850.4,"PINE MIG",16850.4,16850.4,16850.4,INV,OPEN,
,,,,"MCB - MBR Educational Society merchant actor",152909,110414,202909,,,SE26-IND,Invoice,BRKNTSK90051,INR,2021-05-31T00:00:00.000+00:00,47.2,"PINE MIG",47.2,47.2,47.2,INV,OPEN,
,,,,"MCB - MCB - Parivarthan Group of Schools merchant",152910,110636,202910,,,SE26-IND,Invoice,BRKNTSK90052,INR,2021-05-31T00:00:00.000+00:00,206.5,"PINE MIG",206.5,206.5,206.5,INV,OPEN,
,,,,"MCB - NORTH POINT CHILDREN'S SCHOOL merchant actor",152912,110523,202912,,,SE26-IND,Invoice,BRKNTSK90053,INR,2021-05-31T00:00:00.000+00:00,230.1,"PINE MIG",230.1,230.1,230.1,INV,OPEN,
,,,,"MCB - Ravees International School merchant",152913,110383,202913,,,SE26-IND,Invoice,BRKNTSK90054,INR,2021-05-31T00:00:00.000+00:00,11.8,"PINE MIG",11.8,11.8,11.8,INV,OPEN,
,,,,"MCB - S. R. N. Mehta School merchant",152915,110659,202915,,,SE26-IND,Invoice,BRKNTSK90055,INR,2021-05-31T00:00:00.000+00:00,5.9,"PINE MIG",5.9,5.9,5.9,INV,OPEN,
,,,,"MYCLASSBOARD EDUCATIONAL SOLUTIONS PRIVATE LIMITED",152917,110257,202917,,,SE26-IND,Invoice,BRKNTSK90056,INR,2021-05-31T00:00:00.000+00:00,47.2,"PINE MIG",47.2,47.2,47.2,INV,OPEN,
,,,,"MWYN TECH PRIVATE LIMITED",152924,110637,202924,,,SE26-IND,Invoice,BRKNTSK90058,INR,2021-05-31T00:00:00.000+00:00,4165.4,"PINE MIG",4165.4,4165.4,4165.4,INV,OPEN,
,,,,"POOJA FINELEASE LIMITED",152947,110507,202947,,,SE26-IND,Invoice,BRKNTSK90060,INR,2021-05-31T00:00:00.000+00:00,4474.56,"PINE MIG",4474.56,4474.56,4474.56,INV,OPEN,
,,,,"MoneyMitra IT Solutions Private Limited",152957,110472,202957,,,SE26-IND,Invoice,BRKNTSK90062,INR,2021-05-31T00:00:00.000+00:00,1005.36,"PINE MIG",1005.36,1005.36,1005.36,INV,OPEN,
,,,,"MYCLASSBOARD EDUCATIONAL SOLUTIONS PRIVATE LIMITED",152917,110257,202917,,,SE26-IND,Invoice,BRKNTSK90063,INR,2021-05-31T00:00:00.000+00:00,76.7,"PINE MIG",76.7,76.7,76.7,INV,OPEN,
,,,,"Cars24 Financial Services Private Limited",152807,110481,202807,,,SE26-IND,Invoice,BRKNTSK90326,INR,2021-08-31T00:00:00.000+00:00,8057.04,"PINE MIG",8057.04,8057.04,8057.04,INV,OPEN,
,,,,"Credit Wise Capital Private Limited",152816,110303,202816,,,SE26-IND,Invoice,BRKNTSK90328,INR,2021-08-31T00:00:00.000+00:00,5465.76,"PINE MIG",5465.76,5465.76,5465.76,INV,OPEN,
,,,,"INFOCREDIT SERVICES PVT LTD",152817,110671,202817,,,SE26-IND,Invoice,BRKNTSK90329,INR,2021-08-31T00:00:00.000+00:00,9388.08,"PINE MIG",9388.08,9388.08,9388.08,INV,OPEN,
,,,,"DIWAKAR TRACOM PRIVATE LIMITED",152824,110311,202824,,,SE26-IND,Invoice,BRKNTSK90330,INR,2021-08-31T00:00:00.000+00:00,523.92,"PINE MIG",523.92,523.92,523.92,INV,OPEN,
,,,,"DMI Finance Private Limited",152825,110642,202825,,,SE26-IND,Invoice,BRKNTSK90331,INR,2021-08-31T00:00:00.000+00:00,356388.32,"PINE MIG",356388.32,356388.32,356388.32,INV,OPEN,
,,,,"Electronica Finance Ltd",152832,110225,202832,,,SE26-IND,Invoice,BRKNTSK90332,INR,2021-08-31T00:00:00.000+00:00,99.12,"PINE MIG",99.12,99.12,99.12,INV,OPEN,
,,,,"Epimoney Private Limited",152834,110393,202834,,,SE26-IND,Invoice,BRKNTSK90335,INR,2021-08-31T00:00:00.000+00:00,254.88,"PINE MIG",254.88,254.88,254.88,INV,OPEN,
,,,,"KIERAYA FURNISHING SOLUTIONS PRIVATE LIMITED - Furlenco",152891,110685,202891,,,SE26-IND,Invoice,BRKNTSK90336,INR,2021-08-31T00:00:00.000+00:00,4553.62,"PINE MIG",4553.62,4553.62,4553.62,INV,OPEN,
,,,,"Gokwik Commerce Solutions Private Limited",152853,110705,202853,,,SE26-IND,Invoice,BRKNTSK90337,INR,2021-08-31T00:00:00.000+00:00,73271.7696,"PINE MIG",73271.7696,73271.7696,73271.7696,INV,OPEN,
,,,,"Fintelligence Data Science Pvt Ltd",152844,110704,202844,,,SE26-IND,Invoice,BRKNTSK90339,INR,2021-08-31T00:00:00.000+00:00,6195,"PINE MIG",6195,6195,6195,INV,OPEN,
,,,,"IIFL Home Finance Ltd",152869,110378,202869,,,SE26-IND,Invoice,BRKNTSK90340,INR,2021-08-31T00:00:00.000+00:00,55469.44,"PINE MIG",55469.44,55469.44,55469.44,INV,OPEN,
,,,,"IIFL Home Finance Ltd",152869,110378,202869,,,SE26-IND,Invoice,BRKNTSK90341,INR,2021-08-31T00:00:00.000+00:00,169.92,"PINE MIG",169.92,169.92,169.92,INV,OPEN,
,,,,"IIFL Home Finance Ltd",152869,110378,202869,,,SE26-IND,Invoice,BRKNTSK90622,INR,2021-11-30T00:00:00.000+00:00,64503.52,"PINE MIG",64503.52,64503.52,64503.52,INV,OPEN,
,,,,"IIFL FINANCE LIMITED",152868,110540,202868,,,SE26-IND,Invoice,BRKNTSK90624,INR,2021-11-30T00:00:00.000+00:00,454300,"PINE MIG",454300,454300,454300,INV,OPEN,
,,,,"IIFL FINANCE LIMITED",152868,110540,202868,,,SE26-IND,Invoice,BRKNTSK90625,INR,2021-11-30T00:00:00.000+00:00,454300,"PINE MIG",454300,454300,454300,INV,OPEN,
,,,,"IIFL FINANCE LIMITED",152868,110540,202868,,,SE26-IND,Invoice,BRKNTSK90626,INR,2021-11-30T00:00:00.000+00:00,264603.79,"PINE MIG",264603.79,264603.79,264603.79,INV,OPEN,
,,,,"INCRED FINANCIAL SERVICES LIMITED",152871,110611,202871,,,SE26-IND,Invoice,BRKNTSK90627,INR,2021-11-30T00:00:00.000+00:00,9522.6,"PINE MIG",9522.6,9522.6,9522.6,INV,OPEN,
,,,,"Indifi Technologies Private Limited",152874,110332,202874,,,SE26-IND,Invoice,BRKNTSK90628,INR,2021-11-30T00:00:00.000+00:00,35.4,"PINE MIG",35.4,35.4,35.4,INV,OPEN,
,,,,"Indus Fortune Cooperative Society Limited",152875,110229,202875,,,SE26-IND,Invoice,BRKNTSK90629,INR,2021-11-30T00:00:00.000+00:00,480.26,"PINE MIG",480.26,480.26,480.26,INV,OPEN,
,,,,"IT SYSTEMS",152878,110498,202878,,,SE26-IND,Invoice,BRKNTSK90630,INR,2021-11-30T00:00:00.000+00:00,665.52,"PINE MIG",665.52,665.52,665.52,INV,OPEN,
,,,,"Jain Autofin Pvt. Ltd.",152881,110301,202881,,,SE26-IND,Invoice,BRKNTSK90631,INR,2021-11-30T00:00:00.000+00:00,3472.74,"PINE MIG",3472.74,3472.74,3472.74,INV,OPEN,
,,,,"JAIN MOTOR FINMART PVT. LTD.",152882,110337,202882,,,SE26-IND,Invoice,BRKNTSK90632,INR,2021-11-30T00:00:00.000+00:00,1773.54,"PINE MIG",1773.54,1773.54,1773.54,INV,OPEN,
,,,,"John Deere Financial India Private Limited - JDF",152886,110395,202886,,,SE26-IND,Invoice,BRKNTSK90634,INR,2021-11-30T00:00:00.000+00:00,7521.202,"PINE MIG",7521.202,7521.202,7521.202,INV,OPEN,
,,,,"Visage Holdings & Finance Pvt Ltd",152892,110404,202892,,,SE26-IND,Invoice,BRKNTSK90635,INR,2021-11-30T00:00:00.000+00:00,41262.24,"PINE MIG",41262.24,41262.24,41262.24,INV,OPEN,
,,,,"SI CREVA CAPITAL SERVICES PVT LTD",152969,110304,202969,,,SE26-IND,Invoice,BRKNTSK90636,INR,2021-11-30T00:00:00.000+00:00,9204,"PINE MIG",9204,9204,9204,INV,OPEN,
,,,,"Thirumeni Finance Private Limited - Varthana BBPS",152983,110594,202983,,,SE26-IND,Invoice,BRKNTSK90881,INR,2022-01-31T00:00:00.000+00:00,1670.88,"PINE MIG",1670.88,1670.88,1670.88,INV,OPEN,
,,,,"Thirumeni Finance Private Limited - Varthana BBPS",152983,110594,202983,,,SE26-IND,Invoice,BRKNTSK90882,INR,2022-01-31T00:00:00.000+00:00,188.8,"PINE MIG",188.8,188.8,188.8,INV,OPEN,
,,,,"VIJAY TV & VIDEO HOME",153001,110513,203001,,,SE26-IND,Invoice,BRKNTSK90883,INR,2022-01-31T00:00:00.000+00:00,24.78,"PINE MIG",24.78,24.78,24.78,INV,OPEN,
,,,,"MYCLASSBOARD EDUCATIONAL SOLUTIONS PRIVATE LIMITED",152917,110257,202917,,,SE26-IND,Invoice,BRKNTSK90884,INR,2022-01-31T00:00:00.000+00:00,855.5,"PINE MIG",855.5,855.5,855.5,INV,OPEN,
,,,,"IIFL FINANCE LIMITED",152868,110540,202868,,,SE26-IND,Invoice,BRKNTSK90887,INR,2022-01-31T00:00:00.000+00:00,8951.48,"PINE MIG",8951.48,8951.48,8951.48,INV,OPEN,
,,,,"Axis Bank",152792,110508,202792,,,SE26-IND,Invoice,BRKNTSK90888,INR,2022-01-31T00:00:00.000+00:00,747825,"PINE MIG",747825,747825,747825,INV,OPEN,
,,,,"Axis Bank",152792,110508,202792,,,SE26-IND,Invoice,BRKNTSK90889,INR,2022-01-31T00:00:00.000+00:00,734845,"PINE MIG",734845,734845,734845,INV,OPEN,
,,,,"Axis Bank",152792,110508,202792,,,SE26-IND,Invoice,BRKNTSK90890,INR,2022-01-31T00:00:00.000+00:00,740450,"PINE MIG",740450,740450,740450,INV,OPEN,
,,,,"Axis Bank",152792,110508,202792,,,SE26-IND,Invoice,BRKNTSK90891,INR,2022-01-31T00:00:00.000+00:00,708672.01,"PINE MIG",708672.01,708672.01,708672.01,INV,OPEN,
,,,,"LOADSHARE NETWORKS PRIVATE LIMITED",152899,110222,202899,,,SE26-IND,Invoice,BRKNTSK90894,INR,2022-01-31T00:00:00.000+00:00,34957.5,"PINE MIG",34957.5,34957.5,34957.5,INV,OPEN,
,,,,"IIFL FINANCE LIMITED",152868,110540,202868,,,SE26-IND,Invoice,BRKNTSK90895,INR,2022-01-31T00:00:00.000+00:00,1132.8,"PINE MIG",1132.8,1132.8,1132.8,INV,OPEN,
,,,,"GROWTH SOURCE FINANCIAL TECHNOLOGIES PRIVATE LIMITED",152854,110439,202854,,,SE26-IND,Invoice,BRKNTSK90905,INR,2022-02-21T00:00:00.000+00:00,177,"PINE MIG",177,177,177,INV,OPEN,
,,,,"MWYN TECH PRIVATE LIMITED",152924,110637,202924,,,SE26-IND,Invoice,BRKNTSK90909,INR,2022-02-22T00:00:00.000+00:00,1598.8882,"PINE MIG",1598.8882,1598.8882,1598.8882,INV,OPEN,
,,,,"SI CREVA CAPITAL SERVICES PVT LTD",152969,110304,202969,,,SE26-IND,Invoice,BRKNTSK90225,INR,2021-07-31T00:00:00.000+00:00,7528.4,"PINE MIG",7528.4,7528.4,7528.4,INV,OPEN,
,,,,"NM Financiers Pvt. Ltd.",152935,110353,202935,,,SE26-IND,Invoice,BRKNTSK90235,INR,2021-07-31T00:00:00.000+00:00,21.24,"PINE MIG",21.24,21.24,21.24,INV,OPEN,
,,,,"POOJA FINELEASE LIMITED",152947,110507,202947,,,SE26-IND,Invoice,BRKNTSK90239,INR,2021-07-31T00:00:00.000+00:00,5338.32,"PINE MIG",5338.32,5338.32,5338.32,INV,OPEN,
,,,,"UJJIVAN SMALL FINANCE BANK LIMITED",152991,110561,202991,,,SE26-IND,Invoice,BRKNTSK90249,INR,2021-07-31T00:00:00.000+00:00,2085749.12,"PINE MIG",2085749.12,2085749.12,2085749.12,INV,OPEN,
,,,,"IIFL FINANCE LIMITED",152868,110540,202868,,,SE26-IND,Invoice,BRKNTSK90178,INR,2021-08-03T00:00:00.000+00:00,337849.93,"PINE MIG",337849.93,337849.93,337849.93,INV,OPEN,
,,,,"Gokwik Commerce Solutions Private Limited",152853,110705,202853,,,SE26-IND,Invoice,BRKNTSK90276,INR,2021-08-16T00:00:00.000+00:00,11316.672,"PINE MIG",11316.672,11316.672,11316.672,INV,OPEN,
,,,,"IDFC First Bank",152867,110348,202867,,,SE26-IND,Invoice,BRKNTSK90290,INR,2021-08-18T00:00:00.000+00:00,45235.89,"PINE MIG",45235.89,45235.89,45235.89,INV,OPEN,
,,,,"Gokwik Commerce Solutions Private Limited",152853,110705,202853,,,SE26-IND,Invoice,BRKNTSK90300,INR,2021-08-20T00:00:00.000+00:00,11316.672,"PINE MIG",11316.672,11316.672,11316.672,INV,OPEN,
,,,,"Gokwik Commerce Solutions Private Limited",152853,110705,202853,,,SE26-IND,Invoice,BRKNTSK90304,INR,2021-08-24T00:00:00.000+00:00,11316.672,"PINE MIG",11316.672,11316.672,11316.672,INV,OPEN,
,,,,"GODDARD TECHNICAL SOLUTIONS PVT LTD",152791,110640,202791,,,SE26-IND,Invoice,BRKNTSK90322,INR,2021-08-31T00:00:00.000+00:00,28.32,"PINE MIG",28.32,28.32,28.32,INV,OPEN,
,,,,"Clix Capital Services Private Limited",152814,110280,202814,,,SE26-IND,Invoice,BRKNTSK90327,INR,2021-08-31T00:00:00.000+00:00,17405,"PINE MIG",17405,17405,17405,INV,OPEN,
,,,,"HERBACEOUS RETAIL PRIVATE LIMITED",152862,110494,202862,,,SE26-IND,Invoice,BRKNTSK90338,INR,2021-08-31T00:00:00.000+00:00,5279.32,"PINE MIG",5279.32,5279.32,5279.32,INV,OPEN,
